display_name,species_display_name,form_display_name,dex_number,sprite_form,form_api_name,is_shiny,sprite_type,types,base_stats,original_filename,local_filename,local_path,source_page,image_url
Sandaconda,Sandaconda,Sandaconda,0844,,sandaconda,True,shiny,ground,"{""hp"": 72, ""attack"": 107, ""defense"": 125, ""special_attack"": 65, ""special_defense"": 70, ""speed"": 71}",Menu CP 0844 shiny.png,Menu_CP_0844_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0844_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0844_shiny.png,https://archives.bulbagarden.net/media/upload/9/9a/Menu_CP_0844_shiny.png
Polteageist,Polteageist,Polteageist,0855,,polteageist,True,shiny,ghost,"{""hp"": 60, ""attack"": 65, ""defense"": 65, ""special_attack"": 134, ""special_defense"": 114, ""speed"": 70}",Menu CP 0855 shiny.png,Menu_CP_0855_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0855_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0855_shiny.png,https://archives.bulbagarden.net/media/upload/c/c0/Menu_CP_0855_shiny.png
Hatterene,Hatterene,Hatterene,0858,,hatterene,True,shiny,psychic|fairy,"{""hp"": 57, ""attack"": 90, ""defense"": 95, ""special_attack"": 136, ""special_defense"": 103, ""speed"": 29}",Menu CP 0858 shiny.png,Menu_CP_0858_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0858_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0858_shiny.png,https://archives.bulbagarden.net/media/upload/6/61/Menu_CP_0858_shiny.png
Mr Rime,Mr Rime,Mr Rime,0866,,mr-rime,True,shiny,ice|psychic,"{""hp"": 80, ""attack"": 85, ""defense"": 75, ""special_attack"": 110, ""special_defense"": 100, ""speed"": 70}",Menu CP 0866 shiny.png,Menu_CP_0866_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0866_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0866_shiny.png,https://archives.bulbagarden.net/media/upload/6/65/Menu_CP_0866_shiny.png
Runerigus,Runerigus,Runerigus,0867,,runerigus,True,shiny,ground|ghost,"{""hp"": 58, ""attack"": 95, ""defense"": 145, ""special_attack"": 50, ""special_defense"": 105, ""speed"": 30}",Menu CP 0867 shiny.png,Menu_CP_0867_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0867_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0867_shiny.png,https://archives.bulbagarden.net/media/upload/7/7a/Menu_CP_0867_shiny.png
Alcremie,Alcremie,Alcremie,0869,,alcremie,True,shiny,fairy,"{""hp"": 65, ""attack"": 60, ""defense"": 75, ""special_attack"": 110, ""special_defense"": 121, ""speed"": 64}",Menu CP 0869 shiny.png,Menu_CP_0869_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0869_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0869_shiny.png,https://archives.bulbagarden.net/media/upload/e/ef/Menu_CP_0869_shiny.png
Alcremie,Alcremie,Alcremie,0869,Caramel Swirl,alcremie,True,shiny,fairy,"{""hp"": 65, ""attack"": 60, ""defense"": 75, ""special_attack"": 110, ""special_defense"": 121, ""speed"": 64}",Menu CP 0869-Caramel Swirl shiny.png,Menu_CP_0869-Caramel_Swirl_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0869-Caramel_Swirl_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0869-Caramel_Swirl_shiny.png,https://archives.bulbagarden.net/media/upload/4/43/Menu_CP_0869-Caramel_Swirl_shiny.png
Alcremie,Alcremie,Alcremie,0869,Lemon Cream,alcremie,True,shiny,fairy,"{""hp"": 65, ""attack"": 60, ""defense"": 75, ""special_attack"": 110, ""special_defense"": 121, ""speed"": 64}",Menu CP 0869-Lemon Cream shiny.png,Menu_CP_0869-Lemon_Cream_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0869-Lemon_Cream_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0869-Lemon_Cream_shiny.png,https://archives.bulbagarden.net/media/upload/b/b1/Menu_CP_0869-Lemon_Cream_shiny.png
Alcremie,Alcremie,Alcremie,0869,Matcha Cream,alcremie,True,shiny,fairy,"{""hp"": 65, ""attack"": 60, ""defense"": 75, ""special_attack"": 110, ""special_defense"": 121, ""speed"": 64}",Menu CP 0869-Matcha Cream shiny.png,Menu_CP_0869-Matcha_Cream_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0869-Matcha_Cream_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0869-Matcha_Cream_shiny.png,https://archives.bulbagarden.net/media/upload/0/07/Menu_CP_0869-Matcha_Cream_shiny.png
Alcremie,Alcremie,Alcremie,0869,Mint Cream,alcremie,True,shiny,fairy,"{""hp"": 65, ""attack"": 60, ""defense"": 75, ""special_attack"": 110, ""special_defense"": 121, ""speed"": 64}",Menu CP 0869-Mint Cream shiny.png,Menu_CP_0869-Mint_Cream_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0869-Mint_Cream_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0869-Mint_Cream_shiny.png,https://archives.bulbagarden.net/media/upload/e/e4/Menu_CP_0869-Mint_Cream_shiny.png
Alcremie,Alcremie,Alcremie,0869,Rainbow Swirl,alcremie,True,shiny,fairy,"{""hp"": 65, ""attack"": 60, ""defense"": 75, ""special_attack"": 110, ""special_defense"": 121, ""speed"": 64}",Menu CP 0869-Rainbow Swirl shiny.png,Menu_CP_0869-Rainbow_Swirl_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0869-Rainbow_Swirl_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0869-Rainbow_Swirl_shiny.png,https://archives.bulbagarden.net/media/upload/a/a6/Menu_CP_0869-Rainbow_Swirl_shiny.png
Alcremie,Alcremie,Alcremie,0869,Ruby Cream,alcremie,True,shiny,fairy,"{""hp"": 65, ""attack"": 60, ""defense"": 75, ""special_attack"": 110, ""special_defense"": 121, ""speed"": 64}",Menu CP 0869-Ruby Cream shiny.png,Menu_CP_0869-Ruby_Cream_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0869-Ruby_Cream_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0869-Ruby_Cream_shiny.png,https://archives.bulbagarden.net/media/upload/d/dc/Menu_CP_0869-Ruby_Cream_shiny.png
Alcremie,Alcremie,Alcremie,0869,Ruby Swirl,alcremie,True,shiny,fairy,"{""hp"": 65, ""attack"": 60, ""defense"": 75, ""special_attack"": 110, ""special_defense"": 121, ""speed"": 64}",Menu CP 0869-Ruby Swirl shiny.png,Menu_CP_0869-Ruby_Swirl_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0869-Ruby_Swirl_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0869-Ruby_Swirl_shiny.png,https://archives.bulbagarden.net/media/upload/9/91/Menu_CP_0869-Ruby_Swirl_shiny.png
Alcremie,Alcremie,Alcremie,0869,Salted Cream,alcremie,True,shiny,fairy,"{""hp"": 65, ""attack"": 60, ""defense"": 75, ""special_attack"": 110, ""special_defense"": 121, ""speed"": 64}",Menu CP 0869-Salted Cream shiny.png,Menu_CP_0869-Salted_Cream_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0869-Salted_Cream_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0869-Salted_Cream_shiny.png,https://archives.bulbagarden.net/media/upload/2/2f/Menu_CP_0869-Salted_Cream_shiny.png
Morpeko Full Belly,Morpeko,Morpeko Full Belly,0877,,morpeko-full-belly,True,shiny,electric|dark,"{""hp"": 58, ""attack"": 95, ""defense"": 58, ""special_attack"": 70, ""special_defense"": 58, ""speed"": 97}",Menu CP 0877 shiny.png,Menu_CP_0877_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0877_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0877_shiny.png,https://archives.bulbagarden.net/media/upload/4/40/Menu_CP_0877_shiny.png
Morpeko Hangry,Morpeko,Morpeko Hangry,0877,Hangry,morpeko-hangry,True,shiny,electric|dark,"{""hp"": 58, ""attack"": 95, ""defense"": 58, ""special_attack"": 70, ""special_defense"": 58, ""speed"": 97}",Menu CP 0877-Hangry shiny.png,Menu_CP_0877-Hangry_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0877-Hangry_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0877-Hangry_shiny.png,https://archives.bulbagarden.net/media/upload/3/33/Menu_CP_0877-Hangry_shiny.png
Dragapult,Dragapult,Dragapult,0887,,dragapult,True,shiny,dragon|ghost,"{""hp"": 88, ""attack"": 120, ""defense"": 75, ""special_attack"": 100, ""special_defense"": 75, ""speed"": 142}",Menu CP 0887 shiny.png,Menu_CP_0887_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0887_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0887_shiny.png,https://archives.bulbagarden.net/media/upload/f/fa/Menu_CP_0887_shiny.png
Wyrdeer,Wyrdeer,Wyrdeer,0899,,wyrdeer,True,shiny,normal|psychic,"{""hp"": 103, ""attack"": 105, ""defense"": 72, ""special_attack"": 105, ""special_defense"": 75, ""speed"": 65}",Menu CP 0899 shiny.png,Menu_CP_0899_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0899_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0899_shiny.png,https://archives.bulbagarden.net/media/upload/5/5d/Menu_CP_0899_shiny.png
Kleavor,Kleavor,Kleavor,0900,,kleavor,True,shiny,bug|rock,"{""hp"": 70, ""attack"": 135, ""defense"": 95, ""special_attack"": 45, ""special_defense"": 70, ""speed"": 85}",Menu CP 0900 shiny.png,Menu_CP_0900_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0900_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0900_shiny.png,https://archives.bulbagarden.net/media/upload/b/bd/Menu_CP_0900_shiny.png
Basculegion Male,Basculegion,Basculegion Male,0902,,basculegion-male,True,shiny,water|ghost,"{""hp"": 120, ""attack"": 112, ""defense"": 65, ""special_attack"": 80, ""special_defense"": 75, ""speed"": 78}",Menu CP 0902 shiny.png,Menu_CP_0902_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0902_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0902_shiny.png,https://archives.bulbagarden.net/media/upload/f/fe/Menu_CP_0902_shiny.png
Basculegion Female,Basculegion,Basculegion Female,0902,Female,basculegion-female,True,shiny,water|ghost,"{""hp"": 120, ""attack"": 92, ""defense"": 65, ""special_attack"": 100, ""special_defense"": 75, ""speed"": 78}",Menu CP 0902-Female shiny.png,Menu_CP_0902-Female_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0902-Female_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0902-Female_shiny.png,https://archives.bulbagarden.net/media/upload/2/24/Menu_CP_0902-Female_shiny.png
Sneasler,Sneasler,Sneasler,0903,,sneasler,True,shiny,fighting|poison,"{""hp"": 80, ""attack"": 130, ""defense"": 60, ""special_attack"": 40, ""special_defense"": 80, ""speed"": 120}",Menu CP 0903 shiny.png,Menu_CP_0903_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0903_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0903_shiny.png,https://archives.bulbagarden.net/media/upload/4/4b/Menu_CP_0903_shiny.png
Meowscarada,Meowscarada,Meowscarada,0908,,meowscarada,True,shiny,grass|dark,"{""hp"": 76, ""attack"": 110, ""defense"": 70, ""special_attack"": 81, ""special_defense"": 70, ""speed"": 123}",Menu CP 0908 shiny.png,Menu_CP_0908_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0908_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0908_shiny.png,https://archives.bulbagarden.net/media/upload/c/c2/Menu_CP_0908_shiny.png
Skeledirge,Skeledirge,Skeledirge,0911,,skeledirge,True,shiny,fire|ghost,"{""hp"": 104, ""attack"": 75, ""defense"": 100, ""special_attack"": 110, ""special_defense"": 75, ""speed"": 66}",Menu CP 0911 shiny.png,Menu_CP_0911_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0911_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0911_shiny.png,https://archives.bulbagarden.net/media/upload/d/d5/Menu_CP_0911_shiny.png
Quaquaval,Quaquaval,Quaquaval,0914,,quaquaval,True,shiny,water|fighting,"{""hp"": 85, ""attack"": 120, ""defense"": 80, ""special_attack"": 85, ""special_defense"": 75, ""speed"": 85}",Menu CP 0914 shiny.png,Menu_CP_0914_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0914_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0914_shiny.png,https://archives.bulbagarden.net/media/upload/6/65/Menu_CP_0914_shiny.png
Pawmot,Pawmot,Pawmot,0923,,pawmot,True,shiny,electric|fighting,"{""hp"": 70, ""attack"": 115, ""defense"": 70, ""special_attack"": 70, ""special_defense"": 60, ""speed"": 105}",Menu CP 0923 shiny.png,Menu_CP_0923_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0923_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0923_shiny.png,https://archives.bulbagarden.net/media/upload/9/9a/Menu_CP_0923_shiny.png
Maushold Family Of Four,Maushold,Maushold Family Of Four,0925,,maushold-family-of-four,True,shiny,normal,"{""hp"": 74, ""attack"": 75, ""defense"": 70, ""special_attack"": 65, ""special_defense"": 75, ""speed"": 111}",Menu CP 0925 shiny.png,Menu_CP_0925_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0925_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0925_shiny.png,https://archives.bulbagarden.net/media/upload/d/d3/Menu_CP_0925_shiny.png
Maushold Family Of Three,Maushold,Maushold Family Of Three,0925,Three,maushold-family-of-three,True,shiny,normal,"{""hp"": 74, ""attack"": 75, ""defense"": 70, ""special_attack"": 65, ""special_defense"": 75, ""speed"": 111}",Menu CP 0925-Three shiny.png,Menu_CP_0925-Three_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0925-Three_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0925-Three_shiny.png,https://archives.bulbagarden.net/media/upload/4/4c/Menu_CP_0925-Three_shiny.png
Garganacl,Garganacl,Garganacl,0934,,garganacl,True,shiny,rock,"{""hp"": 100, ""attack"": 100, ""defense"": 130, ""special_attack"": 45, ""special_defense"": 90, ""speed"": 35}",Menu CP 0934 shiny.png,Menu_CP_0934_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0934_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0934_shiny.png,https://archives.bulbagarden.net/media/upload/c/c9/Menu_CP_0934_shiny.png
Armarouge,Armarouge,Armarouge,0936,,armarouge,True,shiny,fire|psychic,"{""hp"": 85, ""attack"": 60, ""defense"": 100, ""special_attack"": 125, ""special_defense"": 80, ""speed"": 75}",Menu CP 0936 shiny.png,Menu_CP_0936_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0936_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0936_shiny.png,https://archives.bulbagarden.net/media/upload/8/85/Menu_CP_0936_shiny.png
Ceruledge,Ceruledge,Ceruledge,0937,,ceruledge,True,shiny,fire|ghost,"{""hp"": 75, ""attack"": 125, ""defense"": 80, ""special_attack"": 60, ""special_defense"": 100, ""speed"": 85}",Menu CP 0937 shiny.png,Menu_CP_0937_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0937_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0937_shiny.png,https://archives.bulbagarden.net/media/upload/f/fc/Menu_CP_0937_shiny.png
Bellibolt,Bellibolt,Bellibolt,0939,,bellibolt,True,shiny,electric,"{""hp"": 109, ""attack"": 64, ""defense"": 91, ""special_attack"": 103, ""special_defense"": 83, ""speed"": 45}",Menu CP 0939 shiny.png,Menu_CP_0939_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0939_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0939_shiny.png,https://archives.bulbagarden.net/media/upload/4/41/Menu_CP_0939_shiny.png
Scovillain,Scovillain,Scovillain,0952,,scovillain,True,shiny,grass|fire,"{""hp"": 65, ""attack"": 108, ""defense"": 65, ""special_attack"": 108, ""special_defense"": 65, ""speed"": 75}",Menu CP 0952 shiny.png,Menu_CP_0952_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0952_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0952_shiny.png,https://archives.bulbagarden.net/media/upload/3/39/Menu_CP_0952_shiny.png
Scovillain Mega,Scovillain,Scovillain Mega,0952,Mega,scovillain-mega,True,shiny,grass|fire,"{""hp"": 65, ""attack"": 138, ""defense"": 85, ""special_attack"": 138, ""special_defense"": 85, ""speed"": 75}",Menu CP 0952-Mega shiny.png,Menu_CP_0952-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0952-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0952-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/b/b4/Menu_CP_0952-Mega_shiny.png
Espathra,Espathra,Espathra,0956,,espathra,True,shiny,psychic,"{""hp"": 95, ""attack"": 60, ""defense"": 60, ""special_attack"": 101, ""special_defense"": 60, ""speed"": 105}",Menu CP 0956 shiny.png,Menu_CP_0956_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0956_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0956_shiny.png,https://archives.bulbagarden.net/media/upload/7/75/Menu_CP_0956_shiny.png
Tinkaton,Tinkaton,Tinkaton,0959,,tinkaton,True,shiny,fairy|steel,"{""hp"": 85, ""attack"": 75, ""defense"": 77, ""special_attack"": 70, ""special_defense"": 105, ""speed"": 94}",Menu CP 0959 shiny.png,Menu_CP_0959_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0959_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0959_shiny.png,https://archives.bulbagarden.net/media/upload/5/51/Menu_CP_0959_shiny.png
Palafin Zero,Palafin,Palafin Zero,0964,,palafin-zero,True,shiny,water,"{""hp"": 100, ""attack"": 70, ""defense"": 72, ""special_attack"": 53, ""special_defense"": 62, ""speed"": 100}",Menu CP 0964 shiny.png,Menu_CP_0964_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0964_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0964_shiny.png,https://archives.bulbagarden.net/media/upload/7/70/Menu_CP_0964_shiny.png
Palafin Hero,Palafin,Palafin Hero,0964,Hero,palafin-hero,True,shiny,water,"{""hp"": 100, ""attack"": 160, ""defense"": 97, ""special_attack"": 106, ""special_defense"": 87, ""speed"": 100}",Menu CP 0964-Hero shiny.png,Menu_CP_0964-Hero_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0964-Hero_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0964-Hero_shiny.png,https://archives.bulbagarden.net/media/upload/b/b8/Menu_CP_0964-Hero_shiny.png
Orthworm,Orthworm,Orthworm,0968,,orthworm,True,shiny,steel,"{""hp"": 70, ""attack"": 85, ""defense"": 145, ""special_attack"": 60, ""special_defense"": 55, ""speed"": 65}",Menu CP 0968 shiny.png,Menu_CP_0968_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0968_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0968_shiny.png,https://archives.bulbagarden.net/media/upload/d/d2/Menu_CP_0968_shiny.png
Glimmora,Glimmora,Glimmora,0970,,glimmora,True,shiny,rock|poison,"{""hp"": 83, ""attack"": 55, ""defense"": 90, ""special_attack"": 130, ""special_defense"": 81, ""speed"": 86}",Menu CP 0970 shiny.png,Menu_CP_0970_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0970_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0970_shiny.png,https://archives.bulbagarden.net/media/upload/e/e1/Menu_CP_0970_shiny.png
Glimmora Mega,Glimmora,Glimmora Mega,0970,Mega,glimmora-mega,True,shiny,rock|poison,"{""hp"": 83, ""attack"": 90, ""defense"": 105, ""special_attack"": 150, ""special_defense"": 96, ""speed"": 101}",Menu CP 0970-Mega shiny.png,Menu_CP_0970-Mega_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0970-Mega_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0970-Mega_shiny.png,https://archives.bulbagarden.net/media/upload/f/f8/Menu_CP_0970-Mega_shiny.png
Farigiraf,Farigiraf,Farigiraf,0981,,farigiraf,True,shiny,normal|psychic,"{""hp"": 120, ""attack"": 90, ""defense"": 70, ""special_attack"": 110, ""special_defense"": 70, ""speed"": 60}",Menu CP 0981 shiny.png,Menu_CP_0981_shiny.png,D:\SoftwareEng\ChampionsInsight\backend\Pokemon_Data\data\champions_sprites\shiny\Menu_CP_0981_shiny.png,https://archives.bulbagarden.net/wiki/File:Menu_CP_0981_shiny.png,https://archives.bulbagarden.net/media/upload/d/d4/Menu_CP_0981_shiny.png
